Cancer	Gene	cnv	N.cells.with.cnv
HNSCC	ALDH1L1	Gain	1702
HNSCC	CXCL8	Gain	1951
HNSCC	CXCL8	Loss	617
HNSCC	CXCL3	Gain	3741
HNSCC	CXCL3	Loss	29
HNSCC	AC093866.1	Gain	909
HNSCC	CFI	Loss	43
HNSCC	KLHL25	Gain	115
HNSCC	LINC02351	Gain	20
HNSCC	LINC02351	Loss	350
HNSCC	FAM110C	Gain	1259
HNSCC	SCN1A-AS1	Gain	1010
HNSCC	SCN1A-AS1	Loss	1676
HNSCC	HOXD9	Loss	4
HNSCC	HOXD3	Gain	567
HNSCC	HOXD3	Loss	23
HNSCC	AC009315.1	Loss	2021
HNSCC	AC010148.1	Loss	3477
HNSCC	ACKR3	Loss	1704
HNSCC	LRP4	Gain	1775
HNSCC	SLFN12	Gain	72
HNSCC	SLFN12	Loss	154
HNSCC	ASB16-AS1	Gain	2256
HNSCC	ATXN7L3	Gain	333
HNSCC	PLCD3	Gain	357
HNSCC	XYLT2	Gain	3842
HNSCC	MRPL58	Gain	218
HNSCC	KCTD2	Gain	218
HNSCC	SLC16A5	Gain	218
HNSCC	ARMC7	Gain	218
HNSCC	TTPAL	Gain	635
HNSCC	AL354836.1	Gain	953
HNSCC	PLLP	Loss	247
HNSCC	CDH8	Gain	311
HNSCC	CDH8	Loss	2697
HNSCC	MON1B	Loss	362
HNSCC	PPP1R18	Loss	1159
HNSCC	TCF19	Loss	1288
HNSCC	POU5F1	Loss	20
HNSCC	GJB7	Gain	2199
HNSCC	SCIN	Gain	2119
HNSCC	DLX6-AS1	Gain	3115
HNSCC	ZKSCAN5	Gain	1252
HNSCC	AP000695.2	Gain	32
HNSCC	AP000695.2	Loss	1088
HNSCC	KCNJ15	Gain	8309
HNSCC	KCNJ15	Loss	1838
HNSCC	IL33	Loss	68
HNSCC	AL513318.2	Gain	1958
HNSCC	AL135878.1	Gain	814
HNSCC	GEMIN2	Gain	1871
HNSCC	AL442163.1	Gain	10
HNSCC	AC005993.1	Loss	1853
HNSCC	SERPINB11	Gain	32
HNSCC	SERPINB11	Loss	499
HNSCC	AC008875.3	Gain	81
HNSCC	LINC02057	Gain	629
HNSCC	LINC02057	Loss	1338
HNSCC	DENND1C	Loss	16
HNSCC	CDH23	Gain	2169
HNSCC	UBTD1	Gain	30
HNSCC	UBTD1	Loss	1105
HNSCC	CLEC12A	Gain	1653
HNSCC	CLEC12A	Loss	528
HNSCC	KRT6C	Gain	5943
HNSCC	RAB7B	Gain	4052
HNSCC	LBH	Gain	58
HNSCC	MMP12	Loss	7198
HNSCC	CD3G	Loss	1853
HNSCC	AC243829.2	Gain	2631
HNSCC	ADAMDEC1	Gain	1817
HNSCC	ADAMDEC1	Loss	184
HNSCC	LINC01592	Gain	1108
HNSCC	AC079015.1	Gain	184
HNSCC	TSBP1	Loss	43
HNSCC	AL138828.1	Gain	12
HNSCC	AL138828.1	Loss	996
HNSCC	STX11	Gain	385
HNSCC	EGFL7	Loss	2890
HNSCC	DIPK2B	Gain	3236
HNSCC	DIPK2B	Loss	556
HNSCC	AL355076.2	Gain	247
HNSCC	AC021504.1	Gain	7545
HNSCC	AC106799.2	Gain	5345
HNSCC	ZNF366	Gain	629
HNSCC	ZNF366	Loss	72
HNSCC	LINC02147	Gain	22
HNSCC	LINC02147	Loss	1329
HNSCC	CCNJL	Gain	1587
HNSCC	CCNJL	Loss	1905
HNSCC	HRH2	Loss	72
HNSCC	DHPS	Loss	281
HNSCC	BAX	Gain	46
HNSCC	KMT5C	Gain	906
HNSCC	STOX1	Gain	1944
HNSCC	LRRC20	Gain	311
HNSCC	DMBT1	Gain	5
HNSCC	C12orf40	Gain	1873
HNSCC	TMEM106C	Gain	2968
HNSCC	MYL6B	Gain	1853
HNSCC	TSPAN31	Gain	2374
HNSCC	DEPDC4	Loss	34
HNSCC	SYCP3	Gain	1723
HNSCC	AC002070.1	Gain	814
HNSCC	PRKAB1	Gain	2222
HNSCC	AC007368.1	Gain	233
HNSCC	RIMBP2	Gain	24
HNSCC	MIB2	Gain	1758
HNSCC	SLC30A10	Gain	1771
HNSCC	RTL10	Gain	1624
HNSCC	PMM1	Gain	218
HNSCC	MKRN2	Loss	499
HNSCC	ZNF860	Loss	499
HNSCC	GORASP1	Loss	53
HNSCC	NCKIPSD	Gain	5
HNSCC	IFRD2	Gain	5
HNSCC	HYAL1	Gain	5
HNSCC	ACY1	Gain	5
HNSCC	SPATA12	Gain	3677
HNSCC	FAM3D	Gain	32
HNSCC	SOX2	Gain	13494
HNSCC	SLC51A	Gain	3455
HNSCC	SLC34A2	Loss	499
HNSCC	CXCL2	Gain	2788
HNSCC	CXCL2	Loss	29
HNSCC	AC018797.3	Gain	1551
HNSCC	AC018797.3	Loss	43
HNSCC	GATB	Gain	2248
HNSCC	SMIM31	Gain	3652
HNSCC	CHRM5	Gain	291
HNSCC	GTF2A2	Gain	187
HNSCC	TP53I3	Gain	499
HNSCC	AGBL5	Gain	960
HNSCC	AL133243.3	Gain	166
HNSCC	LINC01320	Gain	166
HNSCC	LINC01320	Loss	1768
HNSCC	PKDCC	Loss	1723
HNSCC	CCDC85A	Gain	83
HNSCC	AC092567.1	Gain	166
HNSCC	DPP4	Gain	1414
HNSCC	OSGEPL1	Loss	729
HNSCC	MIR210HG	Gain	137
HNSCC	AC026894.1	Gain	3265
HNSCC	ADM	Gain	3096
HNSCC	ADM	Loss	4
HNSCC	E2F8	Gain	1684
HNSCC	TRPT1	Gain	1078
HNSCC	SYVN1	Gain	1224
HNSCC	ALG1L9P	Gain	3207
HNSCC	KCNE3	Loss	10
HNSCC	GDPD5	Gain	1190
HNSCC	HINFP	Loss	281
HNSCC	SPAG7	Gain	235
HNSCC	SPAG7	Loss	26
HNSCC	MPDU1	Gain	48
HNSCC	TMEM107	Loss	29
HNSCC	AC023389.1	Gain	499
HNSCC	CDC6	Gain	8027
HNSCC	MLX	Gain	2449
HNSCC	AC100793.2	Gain	1674
HNSCC	AC100793.2	Loss	909
HNSCC	DUSP3	Gain	845
HNSCC	ACBD4	Gain	1483
HNSCC	HOXB7	Gain	1503
HNSCC	MRPS7	Gain	218
HNSCC	RNF157	Gain	1723
HNSCC	ST6GALNAC1	Gain	137
HNSCC	SNHG20	Gain	137
HNSCC	TK1	Gain	1860
HNSCC	E2F1	Gain	1723
HNSCC	TGM2	Gain	963
HNSCC	SLCO4A1	Gain	953
HNSCC	SLC17A9	Gain	90
HNSCC	ZNF395	Gain	521
HNSCC	ZNF395	Loss	57
HNSCC	CALB1	Gain	1482
HNSCC	CALB1	Loss	499
HNSCC	MROH6	Gain	1265
HNSCC	TELO2	Gain	2273
HNSCC	ZNF598	Gain	440
HNSCC	RAB26	Gain	2293
HNSCC	RMI2	Gain	4152
HNSCC	NOMO3	Gain	2293
HNSCC	EIF3C	Gain	1481
HNSCC	EIF3C	Loss	166
HNSCC	AC109460.2	Gain	953
HNSCC	CD2BP2	Gain	953
HNSCC	STX4	Gain	848
HNSCC	STX4	Loss	247
HNSCC	KIAA0319	Loss	1578
HNSCC	MRAP2	Gain	1647
HNSCC	AL357141.1	Loss	10
HNSCC	VNN3	Gain	736
HNSCC	ATP6V0A4	Loss	521
HNSCC	DPP6	Gain	1252
HNSCC	FAM3B	Gain	10000
HNSCC	FAM3B	Loss	1853
HNSCC	ZNF367	Gain	3381
HNSCC	RNF183	Gain	2
HNSCC	ST6GALNAC6	Gain	16
HNSCC	SPOUT1	Loss	166
HNSCC	GK-AS1	Gain	1771
HNSCC	TBC1D25	Gain	1252
HNSCC	LONRF3	Gain	29
HNSCC	RFXAP	Gain	1190
HNSCC	RFXAP	Loss	35
HNSCC	SMAD9	Gain	1190
HNSCC	SMAD9	Loss	107
HNSCC	FREM2	Loss	1771
HNSCC	DHRS12	Gain	1538
HNSCC	DHRS12	Loss	12
HNSCC	MZT1	Gain	1904
HNSCC	MZT1	Loss	12
HNSCC	REC8	Gain	953
HNSCC	DHRS1	Gain	953
HNSCC	CFL2	Gain	1184
HNSCC	GSKIP	Gain	804
HNSCC	AMN	Gain	888
HNSCC	EXOC3L4	Loss	5393
HNSCC	ASXL3	Gain	202
HNSCC	BTNL9	Gain	2238
HNSCC	BTNL9	Loss	1653
HNSCC	TTTY14	Gain	2929
HNSCC	TTTY14	Loss	390
HNSCC	ADAMTS10	Loss	1114
HNSCC	COL5A3	Loss	1114
HNSCC	AC023282.1	Gain	25
HNSCC	AC023282.1	Loss	53
HNSCC	MFAP5	Gain	1817
HNSCC	MFAP5	Loss	547
HNSCC	KCTD10	Gain	499
HNSCC	PDPN	Gain	2304
HNSCC	PDPN	Loss	1624
HNSCC	IL19	Gain	141
HNSCC	SH3BP1	Gain	729
HNSCC	HDAC10	Gain	406
HNSCC	LMF2	Gain	2238
HNSCC	DNASE1L3	Loss	1131
HNSCC	ABCF3	Gain	2292
HNSCC	BDH2	Gain	26
HNSCC	BDH2	Loss	43
HNSCC	AC018742.1	Gain	526
HNSCC	ADD2	Gain	164
HNSCC	TUBA4A	Loss	963
HNSCC	CCL2	Loss	184
HNSCC	LINC01429	Gain	1053
HNSCC	CDH4	Gain	3389
HNSCC	TRPA1	Gain	2905
HNSCC	TRPA1	Loss	10
HNSCC	NKD1	Gain	933
HNSCC	AC087564.1	Gain	68
HNSCC	E2F4	Gain	529
HNSCC	ELMO3	Gain	529
HNSCC	CENPT	Gain	859
HNSCC	ROS1	Gain	362
HNSCC	ROS1	Loss	24
HNSCC	WNT2	Gain	26
HNSCC	FASTK	Gain	1252
HNSCC	FASTK	Loss	499
HNSCC	LRCH2	Gain	1974
HNSCC	LINC00598	Gain	1258
HNSCC	LINC00598	Loss	6689
HNSCC	ALPK2	Gain	1480
HNSCC	INSYN2B	Loss	140
HNSCC	ZBTB17	Gain	609
HNSCC	PADI3	Gain	1004
HNSCC	PADI3	Loss	709
HNSCC	TRIM62	Gain	1013
HNSCC	TRIM62	Loss	617
HNSCC	LINC01705	Gain	3577
HNSCC	AC068633.1	Gain	845
HNSCC	AC068633.1	Loss	715
HNSCC	ACPP	Gain	7943
HNSCC	LINC01322	Gain	10325
HNSCC	STPG2-AS1	Gain	1655
HNSCC	PLA2G4B	Gain	478
HNSCC	HRAS	Gain	1280
HNSCC	REEP4	Gain	2499
HNSCC	GPLD1	Loss	1121
HNSCC	XG	Gain	1888
HNSCC	XG	Loss	418
HNSCC	Z93403.1	Gain	3410
HNSCC	Z93403.1	Loss	499
HNSCC	IKBKG	Gain	963
HNSCC	LINC00383	Loss	1598
HNSCC	ZNF219	Gain	953
HNSCC	AL110292.1	Gain	814
HNSCC	ANGPTL4	Loss	307
HNSCC	MVK	Gain	499
HNSCC	TP73	Gain	745
HNSCC	CCDC190	Gain	1289
HNSCC	NUAK2	Gain	3157
HNSCC	UPB1	Gain	1850
HNSCC	C4orf3	Loss	1288
HNSCC	MIR9-3HG	Gain	115
HNSCC	MMP10	Gain	102
HNSCC	HAP1	Gain	2212
HNSCC	CES2	Gain	529
HNSCC	COX6B2	Gain	906
HNSCC	WNT4	Gain	1159
HNSCC	BX470102.2	Gain	3106
HNSCC	BX470102.2	Loss	617
HNSCC	RGS17	Gain	193
HNSCC	RGS17	Loss	1769
HNSCC	CAV2	Gain	55
HNSCC	CAV2	Loss	951
HNSCC	AL157886.1	Gain	1795
HNSCC	AL136441.1	Gain	1702
HNSCC	AL136441.1	Loss	12
HNSCC	AC091576.1	Gain	1771
HNSCC	NEURL1	Gain	23
HNSCC	NEURL1	Loss	311
HNSCC	TROAP	Gain	5798
HNSCC	PHLDA1	Gain	1788
HNSCC	AJAP1	Gain	152
HNSCC	AL451062.1	Gain	1624
HNSCC	PCSK9	Gain	1572
HNSCC	RPE65	Gain	280
HNSCC	RPE65	Loss	658
HNSCC	AL138789.1	Gain	166
HNSCC	TBX15	Loss	677
HNSCC	MN1	Gain	1651
HNSCC	Z95331.1	Gain	585
HNSCC	AC090004.2	Loss	2907
HNSCC	DLEC1	Loss	1624
HNSCC	ITGB5-AS1	Gain	114
HNSCC	RAB6B	Gain	1184
HNSCC	SPSB4	Gain	749
HNSCC	LINC01206	Gain	1771
HNSCC	CRYGS	Gain	1771
HNSCC	FAM43A	Gain	1771
HNSCC	FBXO45	Gain	2292
HNSCC	MELTF-AS1	Gain	1771
HNSCC	LINC01090	Loss	178
HNSCC	AC098617.1	Loss	3268
HNSCC	TMEFF2	Loss	947
HNSCC	HJURP	Loss	12
HNSCC	CDKN1C	Gain	953
HNSCC	NELL1	Gain	2313
HNSCC	AC087276.2	Gain	553
HNSCC	FAT3	Loss	145
HNSCC	LAYN	Loss	741
HNSCC	GLOD4	Loss	55
HNSCC	RHBDL3	Gain	3245
HNSCC	LINC01989	Gain	1702
HNSCC	TMEM104	Gain	218
HNSCC	UBALD2	Gain	242
HNSCC	MXRA7	Gain	1884
HNSCC	CEP131	Gain	137
HNSCC	PAK5	Gain	311
HNSCC	ADA	Gain	967
HNSCC	CPNE2	Gain	311
HNSCC	RRAD	Gain	597
HNSCC	EDC4	Gain	834
HNSCC	NPSR1	Gain	1331
HNSCC	TBX20	Gain	1331
HNSCC	OR2A7	Gain	1088
HNSCC	OR2A1-AS1	Gain	1088
HNSCC	ARHGEF5	Gain	1088
HNSCC	ARHGEF5	Loss	521
HNSCC	FAM214B	Gain	286
HNSCC	AL591506.1	Gain	366
HNSCC	CERCAM	Loss	166
HNSCC	TAF7L	Loss	1325
HNSCC	RNF6	Gain	1190
HNSCC	RNF6	Loss	35
HNSCC	FAM124A	Gain	1538
HNSCC	FAM124A	Loss	12
HNSCC	LINC00392	Gain	513
HNSCC	LINC00392	Loss	528
HNSCC	SPRY2	Gain	48
HNSCC	AL161431.1	Gain	1750
HNSCC	AL161431.1	Loss	1455
HNSCC	PNP	Gain	994
HNSCC	LINC00871	Gain	1871
HNSCC	LINC00871	Loss	1633
HNSCC	CDKN3	Gain	1184
HNSCC	LINC01500	Gain	90
HNSCC	SPTB	Gain	29
HNSCC	AL357093.2	Gain	311
HNSCC	STARD4	Gain	12
HNSCC	STARD4	Loss	3305
HNSCC	PTTG1	Gain	608
HNSCC	FAM153A	Loss	3424
HNSCC	TIMM23B-AGAP6	Loss	137
HNSCC	AIFM2	Gain	1633
HNSCC	AIFM2	Loss	53
HNSCC	COMTD1	Gain	5
HNSCC	COMTD1	Loss	379
HNSCC	AL512662.2	Gain	5
HNSCC	BTBD16	Gain	5
HNSCC	ACADS	Gain	499
HNSCC	RHOF	Gain	499
HNSCC	SLC26A6	Loss	53
HNSCC	ABTB1	Gain	1702
HNSCC	AC112770.1	Gain	1714
HNSCC	KDR	Gain	2288
HNSCC	KDR	Loss	835
HNSCC	EREG	Gain	1900
HNSCC	EREG	Loss	646
HNSCC	PAQR5	Gain	974
HNSCC	PAQR5	Loss	12
HNSCC	LINC01828	Gain	164
HNSCC	CCL20	Loss	3001
HNSCC	IRF7	Gain	564
HNSCC	PITPNM1	Gain	209
HNSCC	IFI35	Gain	30
HNSCC	CCDC200	Gain	2842
HNSCC	TEN1	Gain	218
HNSCC	JMJD6	Gain	161
HNSCC	TNRC6C-AS1	Gain	137
HNSCC	TNRC6C-AS1	Loss	1125
HNSCC	SOCS3	Gain	171
HNSCC	C1QTNF1	Gain	24
HNSCC	TEPSIN	Gain	137
HNSCC	AL117381.1	Gain	3676
HNSCC	GATA4	Gain	1600
HNSCC	MTMR7	Gain	1723
HNSCC	CASC19	Gain	12087
HNSCC	NAPRT	Gain	2865
HNSCC	SLC38A7	Gain	311
HNSCC	NOTCH4	Gain	433
HNSCC	NOTCH4	Loss	23
HNSCC	ADGRF5	Gain	4273
HNSCC	ADGRF5	Loss	83
HNSCC	IL6	Gain	1773
HNSCC	STX1A	Gain	1264
HNSCC	SHC3	Gain	110
HNSCC	OLFM1	Gain	515
HNSCC	CLDN10-AS1	Loss	1212
HNSCC	BEGAIN	Gain	751
HNSCC	LINC02323	Gain	137
HNSCC	FST	Gain	2352
HNSCC	FST	Loss	396
HNSCC	AC022540.1	Gain	311
HNSCC	PPIF	Gain	5
HNSCC	PPIF	Loss	1105
HNSCC	SLFNL1	Gain	440
HNSCC	CRTC2	Gain	24
HNSCC	AL023755.1	Gain	2388
HNSCC	AL023755.1	Loss	81
HNSCC	LINC02428	Gain	1578
HNSCC	LINC02428	Loss	1052
HNSCC	AC017002.5	Gain	1467
HNSCC	AC004231.1	Gain	1725
HNSCC	ARL4D	Gain	1059
HNSCC	B4GALNT2	Gain	1853
HNSCC	SOX7	Gain	1600
HNSCC	AC092120.3	Gain	795
HNSCC	AC092120.3	Loss	389
HNSCC	FOXQ1	Gain	72
HNSCC	RAET1E	Gain	308
HNSCC	AP001042.1	Gain	32
HNSCC	AP001042.1	Loss	1305
HNSCC	CLBA1	Gain	137
HNSCC	TRIP13	Gain	1865
HNSCC	AC022217.3	Gain	525
HNSCC	AC022217.3	Loss	2570
HNSCC	CPAMD8	Loss	755
HNSCC	ZNF114	Gain	329
HNSCC	ZNF114	Loss	362
HNSCC	LINC01518	Gain	416
HNSCC	LINC01518	Loss	1105
HNSCC	SLC38A4	Gain	247
HNSCC	SLC38A4	Loss	114
HNSCC	RAPGEF3	Gain	247
HNSCC	GDF11	Gain	1853
HNSCC	CDA	Gain	1505
HNSCC	LYPLAL1-AS1	Gain	1889
HNSCC	ZNF280B	Gain	1624
HNSCC	POLR3H	Gain	218
HNSCC	ALG12	Gain	406
HNSCC	AC068985.1	Gain	1598
HNSCC	LRRC34	Gain	1771
HNSCC	CCDC39	Gain	1771
HNSCC	EEF1AKMT4	Gain	1771
HNSCC	LINC02026	Gain	1853
HNSCC	IQCM	Gain	137
HNSCC	IQCM	Loss	1882
HNSCC	TENM3-AS1	Loss	107
HNSCC	LINC01169	Gain	973
HNSCC	LINC01169	Loss	350
HNSCC	AC015660.2	Gain	145
HNSCC	LINC01885	Gain	1303
HNSCC	SULT1C4	Loss	464
HNSCC	CNTNAP5	Gain	1624
HNSCC	AC114812.2	Loss	4637
HNSCC	AP006621.4	Gain	137
HNSCC	SERPING1	Gain	766
HNSCC	RGS9	Loss	909
HNSCC	AATK	Gain	1860
HNSCC	LZTS1	Loss	114
HNSCC	AC090809.1	Loss	1598
HNSCC	AC022973.4	Gain	2164
HNSCC	AC136431.1	Gain	2293
HNSCC	DDX43	Gain	4017
HNSCC	AL356277.3	Gain	269
HNSCC	AL024508.1	Gain	389
HNSCC	GSDME	Gain	3104
HNSCC	MLXIPL	Gain	1264
HNSCC	SPDYE3	Gain	1853
HNSCC	LHFPL3	Gain	1853
HNSCC	BX664727.3	Gain	1584
HNSCC	TRPM3	Gain	187
HNSCC	HMCN2	Gain	515
HNSCC	HMCN2	Loss	1853
HNSCC	BCORL1	Gain	617
HNSCC	LAMA1	Gain	1989
HNSCC	LAMA1	Loss	72
HNSCC	AC091946.1	Gain	1584
HNSCC	CDH6	Loss	24
HNSCC	LINC01950	Loss	72
HNSCC	MANCR	Loss	362
HNSCC	CYP2C19	Gain	5
HNSCC	CYP2C19	Loss	311
HNSCC	MYOM3	Gain	1018
HNSCC	MYOM3	Loss	81
HNSCC	IL22RA1	Gain	1013
HNSCC	TINAGL1	Gain	1018
HNSCC	TINAGL1	Loss	81
HNSCC	F5	Loss	18
HNSCC	HSD11B1	Gain	1249
HNSCC	LINC01348	Gain	521
HNSCC	ADORA2A-AS1	Gain	1850
HNSCC	SLC6A1	Loss	145
HNSCC	ADGRG7	Gain	81
HNSCC	PLCXD2	Gain	2664
HNSCC	PLCXD2	Loss	23
HNSCC	AADAC	Gain	1714
HNSCC	BCHE	Gain	1771
HNSCC	MASP1	Gain	1756
HNSCC	SULT1E1	Loss	608
HNSCC	AC105402.3	Gain	19
HNSCC	DEPDC7	Gain	48
HNSCC	AP003555.2	Gain	1354
HNSCC	PIPOX	Gain	528
HNSCC	PCTP	Gain	1771
HNSCC	TRIB3	Gain	1723
HNSCC	FGL1	Gain	1817
HNSCC	ALDH5A1	Loss	393
HNSCC	GSTA1	Gain	3369
HNSCC	ALDH8A1	Gain	12
HNSCC	ARL4A	Gain	289
HNSCC	POU6F2	Gain	3757
HNSCC	POU6F2	Loss	10
HNSCC	RUNDC3B	Gain	1252
HNSCC	TRPM6	Gain	1849
HNSCC	PLPPR1	Gain	3522
HNSCC	LINC01186	Gain	1612
HNSCC	AL589669.1	Gain	1771
HNSCC	GPX2	Gain	247
HNSCC	GPX2	Loss	442
HNSCC	PLEK2	Gain	344
HNSCC	PLEK2	Loss	2420
HNSCC	B4GALT6	Gain	7234
HNSCC	C9	Gain	3307
HNSCC	C9	Loss	53
HNSCC	TICAM2	Gain	12
HNSCC	SPRY4	Gain	15
HNSCC	SPRY4	Loss	1714
HNSCC	SH3TC2	Gain	28
HNSCC	ADRA1B	Gain	979
HNSCC	FCHO1	Loss	755
HNSCC	PRKCQ-AS1	Loss	34
HNSCC	CDHR1	Loss	1105
HNSCC	ARL14	Gain	1853
HNSCC	ACVR1C	Gain	1650
HNSCC	EHD1	Gain	3334
HNSCC	EHD1	Loss	445
HNSCC	COLCA1	Loss	2550
HNSCC	THRA	Gain	5522
HNSCC	BNIP5	Gain	528
HNSCC	AL445123.2	Gain	23
HNSCC	AL445123.2	Loss	43
HNSCC	EFNB1	Gain	617
HNSCC	GAS6-AS1	Gain	1702
HNSCC	GAS6-AS1	Loss	35
HNSCC	HBEGF	Gain	40
HNSCC	HBEGF	Loss	48
HNSCC	SMIM3	Gain	10
HNSCC	SMIM3	Loss	140
HNSCC	BTNL3	Gain	515
HNSCC	SLC38A11	Gain	459
HNSCC	KCNE1	Loss	53
HNSCC	ZNF841	Gain	24
HNSCC	ZNF841	Loss	166
HNSCC	LINC02820	Gain	247
HNSCC	PRDM16	Gain	93
HNSCC	CD200R1L-AS1	Gain	764
HNSCC	PITX2	Gain	237
HNSCC	AC012494.2	Gain	341
HNSCC	H19	Gain	1090
HNSCC	AC090204.1	Gain	871
HNSCC	TNFRSF11B	Gain	9238
HNSCC	AL162718.1	Gain	72
HNSCC	AC092428.1	Gain	521
HNSCC	SND1-IT1	Loss	252
HNSCC	ZNF449	Gain	1771
HNSCC	AL138689.2	Gain	1750
HNSCC	AL138689.2	Loss	12
HNSCC	AL163953.1	Gain	1184
HNSCC	CCDC192	Loss	1761
HNSCC	RPS4Y1	Gain	1345
HNSCC	RPS4Y1	Loss	52
HNSCC	LINC00278	Gain	2929
HNSCC	LINC00278	Loss	390
HNSCC	PRKY	Gain	2929
HNSCC	PRKY	Loss	390
HNSCC	USP9Y	Gain	2929
HNSCC	USP9Y	Loss	390
HNSCC	DDX3Y	Gain	2929
HNSCC	DDX3Y	Loss	52
HNSCC	UTY	Gain	2929
HNSCC	UTY	Loss	390
HNSCC	KDM5D	Gain	2929
HNSCC	KDM5D	Loss	52
HNSCC	TTTY10	Gain	1675
HNSCC	DPP3	Gain	2062
HNSCC	ZFY	Gain	2929
HNSCC	ZFY	Loss	52
HNSCC	FPR1	Gain	18
HNSCC	MYADM	Gain	58
HNSCC	MYADM	Loss	617
HNSCC	MMP19	Gain	4769
HNSCC	TIGIT	Gain	689
HNSCC	TIGIT	Loss	168
HNSCC	CD80	Gain	3122
HNSCC	CD80	Loss	237
HNSCC	IL1B	Gain	1490
HNSCC	CCL18	Loss	88
HNSCC	EGR3	Gain	1252
HNSCC	EGR3	Loss	3937
HNSCC	MYO1G	Gain	20
HNSCC	RGCC	Gain	1606
HNSCC	RGCC	Loss	9205
HNSCC	AC010998.1	Gain	1833
HNSCC	DNAH12	Gain	755
HNSCC	COL6A6	Gain	143
HNSCC	COL6A6	Loss	10
HNSCC	AC246817.1	Gain	2499
HNSCC	AC246817.1	Loss	68
HNSCC	LINC01170	Loss	137
HNSCC	ADAMTS14	Gain	1633
HNSCC	ADAMTS14	Loss	1397
HNSCC	LINC02456	Loss	33
HNSCC	FMN2	Gain	1771
HNSCC	SYNPR	Gain	1954
HNSCC	AC073365.1	Gain	4145
HNSCC	AC110760.1	Gain	2762
HNSCC	PRSS48	Gain	137
HNSCC	LINC02254	Gain	20
HNSCC	LINC02254	Loss	350
HNSCC	THORLNC	Gain	81
HNSCC	AC104383.2	Gain	1039
HNSCC	FAM215B	Gain	1816
HNSCC	SLC35B1	Gain	3695
HNSCC	BIRC5	Gain	137
HNSCC	DYNLRB1	Gain	1723
HNSCC	PLCG1-AS1	Gain	635
HNSCC	UBE2C	Gain	963
HNSCC	LINC01524	Gain	635
HNSCC	DLGAP2	Gain	5140
HNSCC	AC022274.1	Gain	3252
HNSCC	LINC01622	Gain	10
HNSCC	AC124254.2	Gain	3463
HNSCC	AC109466.1	Loss	2016
HNSCC	FAM153B	Loss	1771
HNSCC	BFSP1	Gain	311
HNSCC	SLC38A5	Gain	174
HNSCC	SLC38A5	Loss	57
HNSCC	KLHL4	Gain	646
HNSCC	MGAT4C	Gain	1584
HNSCC	MGAT4C	Loss	10
HNSCC	PLK3	Gain	2182
HNSCC	AC093607.1	Loss	499
HNSCC	AC012368.1	Gain	1466
HNSCC	OPRM1	Gain	1833
HNSCC	TRPC4	Gain	1190
HNSCC	TRPC4	Loss	107
HNSCC	SMCO2	Gain	3576
HNSCC	AC117383.1	Gain	3652
HNSCC	P2RY1	Gain	1987
HNSCC	DLL4	Gain	478
HNSCC	C11orf24	Gain	72
HNSCC	TRIM72	Loss	247
HNSCC	AC006972.1	Gain	1264
HNSCC	ZSCAN25	Gain	1252
HNSCC	TNFAIP8L1	Loss	617
HNSCC	ZNF616	Loss	166
HNSCC	JCAD	Loss	165
HNSCC	ADAMTS20	Gain	2780
HNSCC	KCNH3	Gain	1853
HNSCC	NCKAP5L	Gain	3259
HNSCC	NCKAP5L	Loss	114
HNSCC	ZNF740	Gain	2406
HNSCC	AAAS	Gain	553
HNSCC	ITGA7	Gain	72
HNSCC	IKZF4	Gain	2374
HNSCC	SHMT2	Gain	521
HNSCC	C12orf66	Gain	1853
HNSCC	PXN-AS1	Gain	499
HNSCC	MORN3	Gain	499
HNSCC	C1orf50	Gain	303
HNSCC	AC103923.1	Gain	1117
HNSCC	WDR77	Gain	171
HNSCC	AL450992.1	Gain	32
HNSCC	RGS4	Loss	4
HNSCC	SLC25A1	Gain	1624
HNSCC	SCARF2	Gain	27
HNSCC	SF3A1	Gain	1624
HNSCC	NOL12	Gain	729
HNSCC	GAP43	Gain	1252
HNSCC	GAP43	Loss	23
HNSCC	FAM131A	Gain	2292
HNSCC	ODAM	Gain	1325
HNSCC	STON1	Gain	83
HNSCC	RAB11FIP5	Gain	43
HNSCC	SOWAHC	Gain	164
HNSCC	NEMP2	Loss	23
HNSCC	TMEM9B	Gain	142
HNSCC	VWCE	Gain	528
HNSCC	FADS3	Gain	1523
HNSCC	PLCB3	Gain	1281
HNSCC	MAP4K2	Gain	2985
HNSCC	KLC2	Gain	1087
HNSCC	NAALAD2	Gain	719
HNSCC	BACE1	Loss	702
HNSCC	RSKR	Gain	137
HNSCC	DUSP14	Gain	6002
HNSCC	NKIRAS2	Gain	553
HNSCC	CAVIN1	Gain	4984
HNSCC	C17orf53	Gain	1483
HNSCC	CCDC43	Gain	440
HNSCC	FAAP100	Gain	137
HNSCC	SLC25A10	Gain	137
HNSCC	PCSK2	Gain	311
HNSCC	TCEA2	Gain	1723
HNSCC	CSMD3	Gain	1771
HNSCC	TFAP4	Gain	729
HNSCC	AKTIP	Loss	247
HNSCC	SLC12A4	Gain	68
HNSCC	PBX2	Gain	433
HNSCC	RPS10-NUDT3	Loss	20
HNSCC	SRF	Gain	3793
HNSCC	OOEP	Gain	4017
HNSCC	TRDN	Loss	49
HNSCC	AL365259.1	Gain	12
HNSCC	AL365259.1	Loss	23
HNSCC	FRMD1	Loss	1657
HNSCC	BCL7B	Gain	1264
