Cancer	Gene	cnv	N.cells.with.cnv
HNSCC	LOXL2	Gain	1773
HNSCC	LOXL2	Loss	2999
HNSCC	DCTN6	Gain	1773
HNSCC	MAK16	Gain	521
HNSCC	PLPBP	Gain	1105
HNSCC	LSM1	Gain	406
HNSCC	IDO1	Gain	4591
HNSCC	IDO1	Loss	184
HNSCC	AC007991.3	Gain	4591
HNSCC	ANK1	Gain	1333
HNSCC	ANK1	Loss	184
HNSCC	AC022034.3	Gain	3552
HNSCC	AC022034.3	Loss	10
HNSCC	AC022858.1	Gain	1817
HNSCC	AC022858.1	Loss	10
HNSCC	LINC00535	Gain	3299
HNSCC	MAL2-AS1	Gain	9590
HNSCC	DSCC1	Gain	1723
HNSCC	HAS2	Gain	7074
HNSCC	AC037486.1	Gain	3776
HNSCC	AC104316.1	Gain	7574
HNSCC	AC131568.1	Gain	8844
HNSCC	COL22A1	Gain	7697
HNSCC	JRK	Gain	2016
HNSCC	GLI4	Gain	1600
HNSCC	TOP1MT	Gain	2615
HNSCC	SCRIB	Gain	9090
HNSCC	GRINA	Gain	1901
HNSCC	DGAT1	Gain	1015
HNSCC	FBXL6	Gain	4812
HNSCC	ADCK5	Gain	1015
HNSCC	RECQL4	Gain	1015
HNSCC	ZNF250	Gain	3966
HNSCC	DUS2	Gain	766
HNSCC	DUS2	Loss	66
HNSCC	CDH3	Gain	863
HNSCC	CDH3	Loss	1883
HNSCC	VPS4A	Gain	795
HNSCC	CALB2	Gain	29
HNSCC	NPIPB15	Gain	859
HNSCC	ZSCAN23	Loss	370
HNSCC	PSORS1C1	Gain	433
HNSCC	CCHCR1	Gain	433
HNSCC	CCHCR1	Loss	975
HNSCC	Z84485.1	Gain	528
HNSCC	KIAA1586	Gain	2040
HNSCC	BAG2	Gain	2519
HNSCC	SDHAF4	Gain	3624
HNSCC	TARID	Gain	12
HNSCC	SLC2A12	Gain	1833
HNSCC	Z94721.3	Gain	1833
HNSCC	AC073957.3	Gain	521
HNSCC	ZFAND2A	Gain	27
HNSCC	ZNF316	Gain	581
HNSCC	HECW1	Gain	2713
HNSCC	YKT6	Gain	145
HNSCC	DDX56	Gain	1169
HNSCC	KCTD7	Gain	1315
HNSCC	GALNT17	Gain	2215
HNSCC	RFC2	Gain	3304
HNSCC	POMZP3	Gain	3119
HNSCC	SPDYE2	Gain	1853
HNSCC	CPA4	Loss	521
HNSCC	MRPL39	Gain	29
HNSCC	ADAMTS1	Gain	61
HNSCC	CHAF1B	Gain	9508
HNSCC	CHAF1B	Loss	1088
HNSCC	RRP1	Gain	2247
HNSCC	AL353151.2	Gain	20
HNSCC	AL353151.2	Loss	1714
HNSCC	CD274	Gain	1663
HNSCC	CD274	Loss	72
HNSCC	BAG1	Gain	2662
HNSCC	BAG1	Loss	1366
HNSCC	NUDT2	Gain	3673
HNSCC	GALT	Gain	3673
HNSCC	TPM2	Gain	2139
HNSCC	TPM2	Loss	670
HNSCC	AL512625.3	Gain	1624
HNSCC	MAMDC2-AS1	Gain	1584
HNSCC	LINC01508	Gain	1771
HNSCC	EXOSC2	Loss	166
HNSCC	LINC00685	Gain	1714
HNSCC	AC112493.1	Gain	1612
HNSCC	USP11	Gain	1618
HNSCC	USP11	Loss	57
HNSCC	TFE3	Gain	1252
HNSCC	TFE3	Loss	578
HNSCC	FGD1	Gain	617
HNSCC	UBQLN2	Gain	617
HNSCC	HEPH	Gain	174
HNSCC	SLC16A2	Gain	203
HNSCC	SLC16A2	Loss	4
HNSCC	CSTF2	Loss	423
HNSCC	BEX4	Gain	1184
HNSCC	TCEAL9	Gain	203
HNSCC	SLC6A14	Gain	617
HNSCC	SLC6A14	Loss	5
HNSCC	LINC01285	Gain	1800
HNSCC	LINC01285	Loss	5
HNSCC	ELF4	Gain	3351
HNSCC	GABRE	Gain	4949
HNSCC	SKA3	Gain	1190
HNSCC	SKA3	Loss	12
HNSCC	SPRYD7	Gain	1538
HNSCC	SPRYD7	Loss	172
HNSCC	ARHGEF40	Gain	1099
HNSCC	ZFHX2	Gain	242
HNSCC	COCH	Gain	1184
HNSCC	GCH1	Gain	2256
HNSCC	GCH1	Loss	1853
HNSCC	DLGAP5	Gain	1970
HNSCC	EML5	Loss	5348
HNSCC	IFI27L1	Gain	751
HNSCC	AL157871.4	Gain	1704
HNSCC	AL157871.4	Loss	1578
HNSCC	XRCC3	Gain	137
HNSCC	XRCC3	Loss	764
HNSCC	ZFYVE21	Gain	1090
HNSCC	CDCA4	Gain	137
HNSCC	CDCA4	Loss	617
HNSCC	JAG2	Gain	1090
HNSCC	JAG2	Loss	2434
HNSCC	DSG3	Gain	17430
HNSCC	SERPINB5	Gain	7442
HNSCC	SERPINB5	Loss	1462
HNSCC	CEP72	Gain	1865
HNSCC	AC022126.1	Loss	72
HNSCC	PART1	Loss	524
HNSCC	SLC25A48	Gain	1735
HNSCC	SLC25A48	Loss	1721
HNSCC	PCDHGA5	Gain	5
HNSCC	PCDHGA6	Gain	5
HNSCC	PCDHGA8	Gain	5
HNSCC	PCDHGB6	Gain	5
HNSCC	PCDHGA10	Gain	5
HNSCC	PCDHGA10	Loss	48
HNSCC	ARAP3	Gain	50
HNSCC	ARAP3	Loss	1672
HNSCC	SYNPO	Gain	23
HNSCC	SYNPO	Loss	1725
HNSCC	THOC3	Gain	1123
HNSCC	THOC3	Loss	5634
HNSCC	ARL10	Loss	2369
HNSCC	DBN1	Loss	666
HNSCC	RCN3	Gain	62
HNSCC	LILRB5	Gain	18
HNSCC	AC108690.1	Gain	108
HNSCC	AC068756.1	Gain	108
HNSCC	LINC02050	Gain	81
HNSCC	P2RY12	Gain	1771
HNSCC	AC006230.1	Gain	125
HNSCC	AC006230.1	Loss	2100
HNSCC	CFAP299	Loss	1723
HNSCC	LOXL3	Gain	43
HNSCC	POTEE	Gain	1702
HNSCC	RAPGEFL1	Gain	13070
HNSCC	TMEM106A	Gain	2077
HNSCC	AC015813.1	Gain	2270
HNSCC	AC015813.1	Loss	5
HNSCC	AC087627.1	Gain	2592
HNSCC	AC087627.1	Loss	10
HNSCC	GNGT1	Gain	3475
HNSCC	CTTNBP2	Gain	1094
HNSCC	CTTNBP2	Loss	137
HNSCC	ALDH1A1	Gain	3433
HNSCC	AL136962.1	Gain	57
HNSCC	AL136962.1	Loss	3645
HNSCC	SGCG	Gain	1190
HNSCC	SGCG	Loss	12
HNSCC	SLC46A3	Gain	1190
HNSCC	SLC46A3	Loss	107
HNSCC	JAKMIP2	Gain	2
HNSCC	JAKMIP2	Loss	6211
HNSCC	SPINK5	Gain	1112
HNSCC	SPINK5	Loss	6373
HNSCC	GABRB2	Gain	2
HNSCC	GABRB2	Loss	1684
HNSCC	KCNMA1-AS1	Gain	1833
HNSCC	AC012085.2	Gain	1750
HNSCC	AC012085.2	Loss	33
HNSCC	AC016152.1	Gain	909
HNSCC	AC016152.1	Loss	10
HNSCC	AC096536.3	Gain	2947
HNSCC	LINC01811	Loss	1853
HNSCC	CADPS	Gain	1444
HNSCC	CADPS	Loss	1430
HNSCC	LINC02015	Gain	1714
HNSCC	CORIN	Gain	43
HNSCC	AC104827.1	Gain	2111
HNSCC	TDO2	Loss	24
HNSCC	LINC02233	Gain	378
HNSCC	GALNTL6	Gain	3652
HNSCC	GALNTL6	Loss	24
HNSCC	AC007389.1	Gain	1438
HNSCC	AC011092.2	Gain	6540
HNSCC	MRVI1	Gain	79
HNSCC	AC025048.4	Gain	499
HNSCC	AC025048.4	Loss	5
HNSCC	PRKCA-AS1	Gain	384
HNSCC	PRKCA-AS1	Loss	3098
HNSCC	ISM1	Gain	145
HNSCC	LINC01414	Gain	2203
HNSCC	LINC01414	Loss	10
HNSCC	FHOD1	Gain	597
HNSCC	C2	Loss	354
HNSCC	AL096854.1	Gain	362
HNSCC	AL096854.1	Loss	981
HNSCC	AC005537.1	Gain	2644
HNSCC	AC005537.1	Loss	10
HNSCC	PCOLCE	Gain	26
HNSCC	NRK	Gain	1505
HNSCC	AL031073.2	Gain	3369
HNSCC	C14orf39	Loss	1853
HNSCC	TGFB3	Gain	41
HNSCC	TGFB3	Loss	145
HNSCC	AP005230.1	Gain	3198
HNSCC	AP005230.1	Loss	72
HNSCC	ASAH2B	Loss	137
HNSCC	PTHLH	Gain	727
HNSCC	ANO4	Gain	1723
HNSCC	ANO4	Loss	23
HNSCC	DENND2C	Gain	1184
HNSCC	DENND2C	Loss	3125
HNSCC	C1orf116	Gain	1249
HNSCC	LINC02257	Gain	579
HNSCC	AL022323.4	Gain	1965
HNSCC	FBLN2	Loss	2237
HNSCC	SATB1	Loss	1170
HNSCC	NME9	Gain	7298
HNSCC	CLDN1	Gain	10944
HNSCC	CLDN1	Loss	1120
HNSCC	CLDN16	Gain	4058
HNSCC	CLDN16	Loss	1353
HNSCC	SNTG2	Gain	1304
HNSCC	AC110614.1	Gain	341
HNSCC	COL4A3	Loss	3001
HNSCC	TWIST2	Gain	309
HNSCC	TWIST2	Loss	4645
HNSCC	AC021723.2	Gain	114
HNSCC	AP002518.2	Loss	203
HNSCC	CTNS	Gain	210
HNSCC	CTNS	Loss	1395
HNSCC	SPNS2	Gain	23
HNSCC	SPNS2	Loss	1366
HNSCC	POLDIP2	Gain	137
HNSCC	HLF	Gain	1771
HNSCC	HLF	Loss	764
HNSCC	AC011933.4	Gain	242
HNSCC	AC011933.4	Loss	2164
HNSCC	UNC5D	Gain	1252
HNSCC	CA2	Gain	9521
HNSCC	CA2	Loss	499
HNSCC	GRIN2A	Gain	3421
HNSCC	FAM157C	Loss	389
HNSCC	ZSCAN31	Loss	1003
HNSCC	RCAN2	Gain	5132
HNSCC	RCAN2	Loss	83
HNSCC	TBX18	Gain	3641
HNSCC	AL031772.1	Gain	1868
HNSCC	PDGFA	Gain	27
HNSCC	HOTAIRM1	Gain	1872
HNSCC	IGFBP3	Gain	2333
HNSCC	C21orf91-OT1	Gain	909
HNSCC	AL109761.1	Gain	909
HNSCC	CHODL-AS1	Gain	909
HNSCC	AP001037.1	Gain	29
HNSCC	AP001037.1	Loss	53
HNSCC	PGM5	Gain	65
HNSCC	AL358232.2	Gain	4200
HNSCC	AL358232.2	Loss	528
HNSCC	COL15A1	Gain	2051
HNSCC	COL15A1	Loss	528
HNSCC	GPR173	Gain	1262
HNSCC	GPR173	Loss	57
HNSCC	AFF2	Gain	3986
HNSCC	MYO16-AS1	Gain	1750
HNSCC	MYO16-AS1	Loss	430
HNSCC	ADCY4	Gain	1767
HNSCC	RHOJ	Gain	1319
HNSCC	RHOJ	Loss	442
HNSCC	GNAL	Gain	3190
HNSCC	GNAL	Loss	24
HNSCC	IRX4	Gain	1366
HNSCC	SNHG18	Gain	499
HNSCC	HAPLN1	Loss	209
HNSCC	LINC00992	Loss	1771
HNSCC	AC008691.1	Loss	3424
HNSCC	GADD45B	Loss	26
HNSCC	CD37	Gain	18
HNSCC	AKR1C1	Gain	309
HNSCC	AKR1C1	Loss	1781
HNSCC	AKR1C2	Gain	309
HNSCC	AKR1C2	Loss	2143
HNSCC	AKR1C3	Gain	309
HNSCC	AKR1C3	Loss	1781
HNSCC	PI4K2A	Gain	30
HNSCC	PI4K2A	Loss	311
HNSCC	ACSL5	Gain	473
HNSCC	PNLIPRP3	Gain	1111
HNSCC	PNLIPRP3	Loss	726
HNSCC	SLCO1B7	Gain	1142
HNSCC	PCED1B-AS1	Gain	48
HNSCC	AC025569.1	Gain	499
HNSCC	C12orf74	Gain	1934
HNSCC	C12orf74	Loss	10
HNSCC	INKA2	Gain	1184
HNSCC	INKA2	Loss	4414
HNSCC	AC118555.1	Gain	1771
HNSCC	AC108749.1	Gain	689
HNSCC	UGT2B28	Gain	909
HNSCC	LINC01094	Gain	909
HNSCC	PLAC8	Gain	4374
HNSCC	PLAC8	Loss	1723
HNSCC	SNCA	Gain	2988
HNSCC	SNCA	Loss	72
HNSCC	AC009690.2	Gain	18
HNSCC	AC027243.3	Gain	814
HNSCC	TM6SF1	Gain	3
HNSCC	ALDH1A3	Gain	3480
HNSCC	LINC01889	Gain	247
HNSCC	AC072062.1	Gain	164
HNSCC	RIPOR1	Gain	68
HNSCC	HSD17B2	Gain	29
HNSCC	HSD17B2	Loss	1723
HNSCC	AL033523.1	Gain	2
HNSCC	MOXD1	Gain	2126
HNSCC	MOXD1	Loss	43
HNSCC	AL078590.2	Gain	763
HNSCC	AL078590.2	Loss	814
HNSCC	BX322234.1	Gain	16
HNSCC	BX322234.1	Loss	49
HNSCC	ABCB1	Gain	1593
HNSCC	CNTNAP2	Loss	1853
HNSCC	LINC01426	Gain	29
HNSCC	LINC01504	Gain	244
HNSCC	AL359636.2	Gain	2
HNSCC	MXRA5	Gain	174
HNSCC	MXRA5	Loss	57
HNSCC	NID2	Gain	1072
HNSCC	DIO2-AS1	Gain	29
HNSCC	SNX18	Loss	596
HNSCC	VCAN-AS1	Loss	1911
HNSCC	SNCAIP	Gain	1723
HNSCC	SNCAIP	Loss	5370
HNSCC	AC022101.1	Loss	1684
HNSCC	GNA15	Loss	1720
HNSCC	FUT3	Loss	362
HNSCC	SLC25A23	Loss	362
HNSCC	CYP4F3	Loss	1450
HNSCC	CNFN	Gain	353
HNSCC	CXCL17	Gain	524
HNSCC	CXCL17	Loss	166
HNSCC	ZNF541	Gain	906
HNSCC	SULT2B1	Gain	380
HNSCC	SULT2B1	Loss	979
HNSCC	FUT2	Loss	362
HNSCC	KLK13	Gain	47
HNSCC	KLK13	Loss	783
HNSCC	NLRP2	Gain	23
HNSCC	NLRP2	Loss	783
HNSCC	AC011476.3	Gain	41
HNSCC	AC011476.3	Loss	783
HNSCC	ADARB2	Gain	309
HNSCC	ADARB2	Loss	3851
HNSCC	AC245041.2	Gain	416
HNSCC	AC245041.2	Loss	4404
HNSCC	ZNF503-AS1	Gain	1838
HNSCC	FAM25A	Gain	5
HNSCC	CYP2C18	Gain	5
HNSCC	CYP2C18	Loss	1909
HNSCC	ITPRIP	Gain	2169
HNSCC	ITPRIP	Loss	1037
HNSCC	AFAP1L2	Gain	2775
HNSCC	AFAP1L2	Loss	726
HNSCC	KRT80	Gain	2999
HNSCC	KRT6A	Gain	7666
HNSCC	KRT5	Gain	9519
HNSCC	KRT4	Gain	2216
HNSCC	PTPRB	Gain	1788
HNSCC	TMEM132B	Gain	1984
HNSCC	PLCH2	Gain	1987
HNSCC	EFHD2	Gain	6267
HNSCC	EFHD2	Loss	689
HNSCC	EPHA2	Gain	5488
HNSCC	PADI1	Gain	1454
HNSCC	CRYBG2	Gain	1018
HNSCC	CRYBG2	Loss	698
HNSCC	MAP3K6	Loss	617
HNSCC	PTAFR	Gain	5
HNSCC	PTAFR	Loss	698
HNSCC	MROH7	Gain	1686
HNSCC	MROH7	Loss	164
HNSCC	TTC22	Gain	280
HNSCC	TTC22	Loss	164
HNSCC	GIPC2	Gain	366
HNSCC	GIPC2	Loss	1934
HNSCC	CLCA2	Gain	1379
HNSCC	CLCA2	Loss	2294
HNSCC	CLCA4	Gain	1013
HNSCC	CLCA4-AS1	Gain	366
HNSCC	ANKRD35	Gain	5
HNSCC	ADAMTSL4	Gain	234
HNSCC	CRNN	Gain	32
HNSCC	SPRR3	Gain	219
HNSCC	SPRR1B	Gain	3311
HNSCC	SPRR1B	Loss	617
HNSCC	SPRR2D	Gain	1783
HNSCC	SPRR2D	Loss	617
HNSCC	SPRR2A	Gain	1554
HNSCC	SPRR2A	Loss	617
HNSCC	SPRR2E	Gain	12
HNSCC	SPRR2E	Loss	617
HNSCC	NR5A2	Gain	39
HNSCC	NR5A2	Loss	81
HNSCC	MFSD4A	Loss	1723
HNSCC	SLC26A9	Gain	501
HNSCC	APOL1	Loss	764
HNSCC	MAFF	Gain	31
HNSCC	APOBEC3A	Loss	764
HNSCC	A4GALT	Gain	1398
HNSCC	A4GALT	Loss	1188
HNSCC	MOV10L1	Gain	1202
HNSCC	TMEM40	Loss	7058
HNSCC	ALS2CL	Gain	5
HNSCC	ALS2CL	Loss	6822
HNSCC	COL7A1	Gain	191
HNSCC	COL7A1	Loss	9195
HNSCC	CSTA	Gain	5154
HNSCC	CSTA	Loss	347
HNSCC	SLCO2A1	Gain	7509
HNSCC	GPR87	Gain	11386
HNSCC	TMEM44	Gain	16577
HNSCC	MUC4	Gain	15062
HNSCC	FGFR3	Gain	125
HNSCC	FGFR3	Loss	4
HNSCC	EVC2	Gain	200
HNSCC	EVC2	Loss	1628
HNSCC	GPR78	Loss	251
HNSCC	NMU	Gain	1729
HNSCC	NMU	Loss	1225
HNSCC	TMPRSS11D	Gain	3140
HNSCC	TMPRSS11D	Loss	617
HNSCC	TMPRSS11A	Gain	3136
HNSCC	TMPRSS11A	Loss	617
HNSCC	TMPRSS11F	Gain	3136
HNSCC	TMPRSS11F	Loss	617
HNSCC	TMPRSS11B	Gain	43
HNSCC	TMPRSS11B	Loss	617
HNSCC	TMPRSS11E	Gain	2746
HNSCC	TMPRSS11E	Loss	617
HNSCC	SLC10A6	Gain	608
HNSCC	SLC10A6	Loss	72
HNSCC	ADH7	Gain	2025
HNSCC	ADH7	Loss	524
HNSCC	AC105460.2	Gain	1551
HNSCC	AC105460.2	Loss	43
HNSCC	AC105460.1	Gain	737
HNSCC	OIP5	Loss	1039
HNSCC	PLA2G4E	Gain	478
HNSCC	DUOX2	Gain	187
HNSCC	DUOX2	Loss	7753
HNSCC	DUOXA2	Loss	7753
HNSCC	NRG4	Gain	834
HNSCC	NRG4	Loss	350
HNSCC	LINGO1	Gain	1829
HNSCC	SH3GL3	Gain	688
HNSCC	RHCG	Gain	3614
HNSCC	CERS3	Gain	5706
HNSCC	CERS3	Loss	350
HNSCC	CAPN14	Gain	35
HNSCC	CAPN14	Loss	1768
HNSCC	MALL	Gain	164
HNSCC	IL1RN	Gain	1500
HNSCC	IL1RN	Loss	1978
HNSCC	GLI2	Gain	2837
HNSCC	GLI2	Loss	958
HNSCC	DAPL1	Gain	3544
HNSCC	DHRS9	Gain	787
HNSCC	TMBIM1	Loss	2971
HNSCC	PKP3	Gain	1280
HNSCC	LINC00958	Gain	8258
HNSCC	BBOX1-AS1	Gain	9611
HNSCC	MYEOV	Gain	4359
HNSCC	MYEOV	Loss	445
HNSCC	HEPHL1	Gain	719
HNSCC	HEPHL1	Loss	24
HNSCC	TMPRSS4	Loss	11790
HNSCC	MPZL2	Loss	4506
HNSCC	SLC52A1	Gain	210
HNSCC	SLC52A1	Loss	12830
HNSCC	PITPNM3	Gain	23
HNSCC	PITPNM3	Loss	2043
HNSCC	CDRT1	Gain	33
HNSCC	CDRT1	Loss	1366
HNSCC	FOXN1	Gain	608
HNSCC	MMP28	Gain	3155
HNSCC	ARHGAP23	Gain	10635
HNSCC	ARHGAP23	Loss	16
HNSCC	TNS4	Gain	13118
HNSCC	KRT13	Gain	6693
HNSCC	KRT13	Loss	445
HNSCC	SDCBP2	Gain	1042
HNSCC	ID1	Gain	2538
HNSCC	RIPOR3	Gain	3384
HNSCC	PTK6	Gain	635
HNSCC	BMP1	Gain	4099
HNSCC	BMP1	Loss	6796
HNSCC	LINC02605	Gain	2592
HNSCC	LINC02605	Loss	10
HNSCC	FAM83A	Gain	10836
HNSCC	PRSS22	Gain	2
HNSCC	LINC01290	Gain	729
HNSCC	AC099489.1	Gain	3421
HNSCC	NDRG4	Gain	311
HNSCC	FA2H	Loss	2049
HNSCC	ADGRF1	Gain	4697
HNSCC	COL21A1	Gain	11911
HNSCC	KCP	Loss	252
HNSCC	STRIP2	Loss	499
HNSCC	ATG9B	Loss	499
HNSCC	RIPK4	Gain	553
HNSCC	ANKRD18B	Gain	3320
HNSCC	ANKRD18B	Loss	1366
HNSCC	PRSS3	Gain	513
HNSCC	PRSS3	Loss	5491
HNSCC	GDA	Gain	3395
HNSCC	GDA	Loss	670
HNSCC	PTCSC2	Gain	3211
HNSCC	LCN2	Gain	2
HNSCC	LINC01503	Gain	515
HNSCC	LINC01503	Loss	166
HNSCC	PLCXD1	Gain	3485
HNSCC	MAOA	Gain	3236
HNSCC	LINC02595	Gain	2796
HNSCC	LINC02595	Loss	499
HNSCC	ZNF185	Gain	1580
HNSCC	SCEL	Gain	2642
HNSCC	SCEL	Loss	4999
HNSCC	LINC00551	Loss	303
HNSCC	TGM1	Gain	953
HNSCC	LTB4R	Gain	2664
HNSCC	AL627171.2	Gain	29
HNSCC	AL359220.1	Gain	1344
HNSCC	AHNAK2	Gain	1156
HNSCC	AHNAK2	Loss	617
HNSCC	DSG1-AS1	Gain	4498
HNSCC	CCDC68	Gain	1737
HNSCC	SERPINB13	Gain	7430
HNSCC	SERPINB13	Loss	1462
HNSCC	SERPINB4	Gain	3453
HNSCC	SERPINB3	Gain	3485
HNSCC	SERPINB3	Loss	499
HNSCC	SERPINB2	Gain	3943
HNSCC	SERPINB2	Loss	499
HNSCC	SLC9A3	Gain	1366
HNSCC	AFAP1L1	Gain	648
HNSCC	AFAP1L1	Loss	1714
HNSCC	FAT2	Gain	620
HNSCC	FAT2	Loss	6778
HNSCC	NEURL1B	Gain	1133
HNSCC	NEURL1B	Loss	2100
HNSCC	COL23A1	Gain	2238
HNSCC	COL23A1	Loss	2720
HNSCC	FBXO27	Gain	311
HNSCC	CCDC97	Gain	333
HNSCC	CEACAM19	Gain	24
HNSCC	CEACAM19	Loss	247
HNSCC	IGFL2-AS1	Gain	380
HNSCC	IGFL2-AS1	Loss	1345
HNSCC	CALML3-AS1	Loss	499
HNSCC	AC010789.1	Gain	1052
HNSCC	ZNF385A	Gain	553
HNSCC	SLC2A1-AS1	Gain	303
HNSCC	RORC	Gain	32
HNSCC	AL359979.1	Gain	2343
HNSCC	AC061708.1	Gain	3398
HNSCC	CXCL1	Gain	1000
HNSCC	CXCL1	Loss	617
HNSCC	ALPK3	Gain	23
HNSCC	ALPK3	Loss	350
HNSCC	PLB1	Gain	995
HNSCC	FAM178B	Loss	1978
HNSCC	LINC02755	Gain	2278
HNSCC	DTX4	Gain	137
HNSCC	CDC42BPG	Gain	2985
HNSCC	FOSL1	Gain	2622
HNSCC	TRPV3	Gain	210
HNSCC	TRPV3	Loss	1395
HNSCC	DNAH17	Gain	161
HNSCC	CYP24A1	Gain	2358
HNSCC	HR	Gain	2121
HNSCC	HR	Loss	3797
HNSCC	TEX15	Gain	3937
HNSCC	TG	Gain	9778
HNSCC	ADTRP	Loss	4691
HNSCC	CDKN1A	Gain	275
HNSCC	CDKN1A	Loss	184
HNSCC	MDGA1	Loss	114
HNSCC	PPP2R5D	Gain	3793
HNSCC	ADGRF4	Gain	5957
HNSCC	MLIP	Gain	4459
HNSCC	LIN28B	Loss	5
HNSCC	STAG3	Gain	10
HNSCC	AF064858.1	Gain	32
HNSCC	AF064858.1	Loss	1252
HNSCC	GALNT12	Gain	3238
HNSCC	AL157829.1	Gain	960
HNSCC	CEP170B	Gain	1114
HNSCC	CEP170B	Loss	617
HNSCC	AC113383.1	Loss	1329
HNSCC	LIPE	Gain	524
HNSCC	GRIN2D	Gain	356
HNSCC	GRIN2D	Loss	1656
HNSCC	EDDM13	Gain	929
HNSCC	EDDM13	Loss	1294
HNSCC	CERNA2	Gain	2357
HNSCC	CERNA2	Loss	1257
HNSCC	EBF3	Gain	748
HNSCC	EBF3	Loss	53
HNSCC	ENO2	Gain	3310
HNSCC	KRT6B	Gain	5943
HNSCC	TMEM19	Gain	1723
HNSCC	HES2	Gain	1172
HNSCC	LINC01748	Gain	4409
HNSCC	LINC01748	Loss	164
HNSCC	GBP6	Loss	1674
HNSCC	SLC16A4	Gain	1013
HNSCC	S100A2	Gain	3311
HNSCC	S100A2	Loss	617
HNSCC	AL023754.1	Gain	582
HNSCC	IGSF11	Gain	2667
HNSCC	IGSF11	Loss	395
HNSCC	UPK1B	Gain	196
HNSCC	B4GALT4-AS1	Gain	3317
HNSCC	B4GALT4-AS1	Loss	342
HNSCC	IL20RB-AS1	Gain	8175
HNSCC	AC074033.1	Gain	1771
HNSCC	TM4SF19	Gain	3295
HNSCC	AC096564.1	Loss	1331
HNSCC	SCG5	Gain	72
HNSCC	TNFAIP8L3	Loss	12
HNSCC	CYP19A1	Loss	1845
HNSCC	PIF1	Loss	12
HNSCC	STRA6	Gain	20
HNSCC	STRA6	Loss	1931
HNSCC	BNC1	Gain	1689
HNSCC	GNLY	Loss	1768
HNSCC	CKAP2L	Gain	1490
HNSCC	PAX8	Gain	1490
HNSCC	AC012363.1	Gain	2825
HNSCC	SCN3A	Gain	1150
HNSCC	SCN2A	Gain	1150
HNSCC	AC006460.2	Loss	4426
HNSCC	AC006460.1	Loss	27
HNSCC	SYT8	Gain	137
HNSCC	TNNI2	Gain	137
HNSCC	MTRNR2L8	Gain	350
HNSCC	SAA2	Gain	553
HNSCC	PRDM11	Gain	2056
HNSCC	NLRX1	Loss	166
HNSCC	NECTIN1-AS1	Loss	7894
HNSCC	FEZ1	Loss	3624
HNSCC	SLC47A2	Gain	23
HNSCC	SLC47A2	Loss	12
HNSCC	AC130324.2	Gain	3136
HNSCC	KRT14	Gain	10005
HNSCC	KRT16	Gain	10047
HNSCC	IGF2BP1	Gain	3477
HNSCC	ZNF750	Gain	147
HNSCC	ZNF750	Loss	1640
HNSCC	KIZ-AS1	Gain	979
HNSCC	AC018616.1	Gain	5838
HNSCC	BAALC	Gain	10936
HNSCC	LINC00964	Gain	9645
HNSCC	LY6D	Gain	9990
HNSCC	AC026470.2	Gain	840
HNSCC	AC026470.2	Loss	313
HNSCC	AC004158.1	Loss	66
HNSCC	NKAIN2	Gain	867
HNSCC	NKAIN2	Loss	866
HNSCC	CFTR	Gain	29
HNSCC	CFTR	Loss	137
HNSCC	AC024084.1	Loss	521
HNSCC	AF130359.1	Gain	796
HNSCC	OLFML2A	Loss	766
HNSCC	RADX	Gain	617
HNSCC	RADX	Loss	257
HNSCC	NUP62CL	Gain	617
HNSCC	PLAC1	Gain	963
HNSCC	FRMD6-AS2	Gain	3046
HNSCC	AL355916.1	Gain	276
HNSCC	DSG1	Gain	6304
HNSCC	AC022031.2	Gain	9706
HNSCC	SERPINB7	Gain	1737
HNSCC	HMSD	Gain	10
HNSCC	AC106798.1	Gain	629
HNSCC	AC106798.1	Loss	2855
HNSCC	AC109454.3	Gain	22
HNSCC	AC109454.3	Loss	2941
HNSCC	AC005355.1	Gain	22
HNSCC	AC005355.1	Loss	4565
HNSCC	KCTD16	Gain	35
HNSCC	EHD2	Gain	391
HNSCC	RASIP1	Gain	329
HNSCC	PLEKHA4	Gain	27
HNSCC	PLEKHA4	Loss	979
HNSCC	TBC1D17	Gain	916
HNSCC	TBC1D17	Loss	1552
HNSCC	ETFB	Gain	23
HNSCC	ETFB	Loss	783
HNSCC	CNOT3	Gain	353
HNSCC	CNOT3	Loss	166
HNSCC	ZNF787	Gain	42
HNSCC	ZNF787	Loss	166
HNSCC	ANXA8	Gain	416
HNSCC	ANXA8	Loss	1923
HNSCC	COL17A1	Gain	2169
HNSCC	COL17A1	Loss	1416
HNSCC	ZNF641	Gain	2968
HNSCC	PTPRR	Gain	1584
HNSCC	AC138123.1	Loss	23
HNSCC	DDX54	Gain	2222
HNSCC	NOS1	Gain	499
HNSCC	COQ5	Gain	499
HNSCC	GPR153	Gain	3081
HNSCC	CYP4B1	Gain	909
HNSCC	AL033530.1	Gain	4316
HNSCC	AL033530.1	Loss	2225
HNSCC	PTGS2	Gain	95
HNSCC	PTGS2	Loss	1723
HNSCC	TBC1D10A	Gain	1651
HNSCC	SLC35E4	Gain	1651
HNSCC	AL022311.1	Gain	729
HNSCC	WNT7B	Gain	1608
HNSCC	KLHDC7B	Gain	131
HNSCC	LINC01967	Loss	12004
HNSCC	SEMA3B	Loss	624
HNSCC	AC115282.2	Gain	960
HNSCC	ILDR1	Gain	2813
HNSCC	ILDR1	Loss	10
